mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	solutions	ingredents
mediadive.medium:J782	CALDINITRATIRUPTOR MICROAEROPHILUS MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=782	7.2	7.2			{4731: 'Main sol. J782', 3804: 'Trace minerals'}	{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'KNO3': 'CHEBI:58242', 'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Trace minerals': 'mediadive.solution:3804', 'Yeast extract': 'CAS-RN:8013-01-2', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'Glucose': 'CHEBI:17234', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:J783	CLOSTRIDIUM TH7C1 MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=783	7.3	7.3			{4732: 'Main sol. J783', 3804: 'Trace minerals'}	{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Trace minerals': 'mediadive.solution:3804', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'Sodium acetate': 'CHEBI:32954', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'Glucose': 'CHEBI:17234', 'Na2S x 9 H2O': 'CHEBI:76209', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:J784	DESULFOSPOROSINUS ACIDOPHILUS MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=784	5.8	5.8			{4733: 'Main sol. J784', 4186: 'Trace element solution'}	{'(NH4)2SO4': 'CHEBI:62946', 'KH2PO4': 'CHEBI:63036', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'Yeast extract': 'CAS-RN:8013-01-2', 'Ca(NO3)2 x 4 H2O': 'CHEBI:86159', 'Na2SO4': 'CHEBI:32149', 'Trace element solution': 'mediadive.solution:4186', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'Na2HPO4': 'CHEBI:34683', 'Fructose': 'CHEBI:28757', 'Trace vitamins (see Medium No. 197)': 'mediadive.ingredient:1784', 'Na2S x 9 H2O': 'CHEBI:76209', 'HCl': 'CHEBI:17883', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'H3BO3': 'CHEBI:33118', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:J785	NAD S1 MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=785					{4734: 'Main sol. J785', 3804: 'Trace minerals', 3861: 'Trace vitamins'}	{'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaCl': 'CHEBI:26710', 'KNO3': 'CHEBI:58242', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace minerals': 'mediadive.solution:3804', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'Glucose': 'CHEBI:17234', 'Trace vitamins': 'mediadive.solution:3861', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Lipoic acid': 'CHEBI:16494'}
mediadive.medium:J786	CLOSTRIDIUM LIND MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=786	7	7			{4735: 'Main sol. J786', 3804: 'Trace minerals'}	{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace minerals': 'mediadive.solution:3804', 'Yeast extract': 'CAS-RN:8013-01-2', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'Glucose': 'CHEBI:17234', 'Na2S x 9 H2O': 'CHEBI:76209', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:J787	HALOBACTERIUM TMM MEDIIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=787	7.1	7.1			{4736: 'Main sol. J787'}	{'Casamino acids': 'mediadive.ingredient:101', 'Yeast extract': 'CAS-RN:8013-01-2', 'Na glutamate': 'CHEBI:64220', 'Trisodium citrate': 'CHEBI:53258', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'NaCl': 'CHEBI:26710', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'MnCl2 x 4 H2O': 'CHEBI:86368'}
mediadive.medium:J788	NATRONOARCHAEUM MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=788	8.7	8.7			{4737: 'Main sol. J788'}	{'Casamino acids': 'mediadive.ingredient:101', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Na glutamate': 'CHEBI:64220', 'Trisodium citrate': 'CHEBI:53258', 'K2HSO4': 'mediadive.ingredient:1895', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'NaCl': 'CHEBI:26710', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'MnCl2 x 4 H2O': 'CHEBI:86368'}
mediadive.medium:J789	MH1 MEDIUM FOR HALARCHAEUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=789	5.5	5.5			{4738: 'Main sol. J789'}	{}
mediadive.medium:J790	LB (LURIA-BERTANI) AGAR WITH 10 mM GLUCOSE	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=790	7	7			{4739: 'Main sol. J790'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'Glucose': 'CHEBI:17234', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J791	S200 MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=791	7	7			{4740: 'Main sol. J791', 3804: 'Trace minerals'}	{'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace minerals': 'mediadive.solution:3804', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Resazurin': 'CHEBI:8806', 'NaHCO3': 'CHEBI:32139', 'Glucose': 'CHEBI:17234', 'Na2S x 9 H2O': 'CHEBI:76209', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J792	LIND 8A MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=792					{4741: 'Main sol. J792'}	{}
mediadive.medium:J793	NHA MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=793	7.1	7.1			{4742: 'Main sol. J793'}	{'NaCl': 'CHEBI:26710', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'Trisodium citrate': 'CHEBI:53258', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Casamino acids': 'mediadive.ingredient:101'}
mediadive.medium:J794	METHANOBACTERIUM MEDIUM (III)	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=794					{4743: 'Main sol. J794', 3861: 'Trace vitamins', 3804: 'Trace minerals'}	{'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaHCO3': 'CHEBI:32139', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium acetate': 'CHEBI:32954', 'Trace vitamins': 'mediadive.solution:3861', 'Trace minerals': 'mediadive.solution:3804', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Lipoic acid': 'CHEBI:16494', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x n H2O': 'mediadive.ingredient:1000', 'NaCl': 'CHEBI:26710', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2': 'CHEBI:86463', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:J795	m TGE BROTH MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=795					{4744: 'Main sol. J795'}	{'Bacto m TGE broth': 'mediadive.ingredient:1896', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J796	DESULFITOCELLA MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=796	7	7			{4745: 'Main sol. J796'}	{'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KCl': 'CHEBI:32588', 'Trace element solution': 'mediadive.ingredient:96', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'NaHCO3': 'CHEBI:32139', 'Sodium sulfite': 'CHEBI:86477', 'Sodium pyruvate': 'CHEBI:50144', 'Sodium dithionite': 'CHEBI:66870', 'Na2S x 9 H2O': 'CHEBI:76209'}
mediadive.medium:J797	SW-10 MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=797	7.5	7.5			{4746: 'Main sol. J797'}	{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'KCl': 'CHEBI:32588', 'NaBr': 'CHEBI:63004', 'NaHCO3': 'CHEBI:32139', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2'}
mediadive.medium:J798	GYPF WITH 2.5% NaCl	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=798	8.5	8.5			{4747: 'Main sol. J798'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Bacto peptone': 'CAS-RN:51142-18-8', 'K2HPO4': 'CHEBI:131527', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J799	MODIFIED M1 AGAR	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=799	7.2	7.2			{4748: 'Main sol. J799'}	{'Starch': 'CHEBI:28017', 'Yeast extract': 'CAS-RN:8013-01-2', 'Bacto peptone': 'CAS-RN:51142-18-8', 'NaCl': 'CHEBI:26710', 'Agar': 'CHEBI:2509', 'Sea water': 'mediadive.ingredient:286'}
mediadive.medium:J800	ACIDIC YEAST-STARCH AGAR (pH 5.0)	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=800	5	5			{4749: 'Main sol. J800'}	{}
mediadive.medium:J801	BHI-S MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=801	7.1	7.1			{4750: 'Main sol. J801'}	{'Brain heart infusion': 'mediadive.ingredient:186', 'NaCl': 'CHEBI:26710', 'PIPES': 'CHEBI:39033', 'Sulfur': 'CHEBI:26833', 'Resazurin': 'CHEBI:8806', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J802	MODIFIED CSY-3 AGAR	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=802	7.5	7.5			{4751: 'Main sol. J802'}	{'Casitone': 'CAS-RN:65072-00-6', 'Phytone peptone': 'mediadive.ingredient:125', 'Yeast extract': 'CAS-RN:8013-01-2', 'Ferric ammonium citrate': 'CHEBI:31604', 'Agar': 'CHEBI:2509', 'Sea water': 'mediadive.ingredient:286'}
mediadive.medium:J803	MRS MEDIUM WITH 10% TOMATO JUICE	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=803	5.2	5.2			{4752: 'Main sol. J803'}	{'MRS broth': 'mediadive.ingredient:1899', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Tomato juice': 'mediadive.ingredient:105', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J804	1/10 R2A AGAR	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=804					{4753: 'Main sol. J804'}	{'R2A agar': 'CHEBI:2509', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J805	1/10 R2A BROTH	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=805					{4754: 'Main sol. J805'}	{'R2A Broth': 'mediadive.ingredient:1402', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J806	GS MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=806					{4755: 'Main sol. J806'}	{}
mediadive.medium:J807	WR MEDIUM FOR METHANOBACTERIACEAE	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=807	7	7			{4756: 'Main sol. J807', 3924: 'Trace element solution', 3861: 'Trace vitamins', 3981: 'Se/W solution'}	{'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaHCO3': 'CHEBI:32139', 'Tryptone': 'CAS-RN:91079-40-2', 'Sodium acetate': 'CHEBI:32954', 'Trace element solution': 'mediadive.solution:3924', 'Trace vitamins': 'mediadive.solution:3861', 'Se/W solution': 'mediadive.solution:3981', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'FeCl3 x 6 H2O': 'CHEBI:86254', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'ZnCl2': 'CHEBI:49976', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'H3BO3': 'CHEBI:33118', 'NaCl': 'CHEBI:26710', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Lipoic acid': 'CHEBI:16494', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}
mediadive.medium:J808	SULFURIMONAS GD1 MEDIUM	0	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=808	7.3	7.3			{4757: 'Main sol. J808', 3846: 'FeCl2 solution', 3847: 'Trace element solution', 3861: 'Trace vitamins', 4172: 'Selenite-tungstate solution'}	{'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KCl': 'CHEBI:32588', 'Na2SO4': 'CHEBI:32149', 'NaHCO3': 'CHEBI:32139', 'KBr': 'CHEBI:32030', 'H3BO3': 'CHEBI:33118', 'SrCl2 x 6 H2O': 'CHEBI:36385', 'NH4Cl': 'CHEBI:31206', 'KH2PO4': 'CHEBI:63036', 'NaF': 'CHEBI:28741', 'HEPES': 'CHEBI:46756', 'Distilled water': 'CHEBI:15377', 'FeCl2 solution': 'mediadive.solution:3846', 'Trace element solution': 'mediadive.solution:3847', 'Trace vitamins': 'mediadive.solution:3861', 'Selenite-tungstate solution': 'mediadive.solution:4172', 'KNO3': 'CHEBI:58242', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Lipoic acid': 'CHEBI:16494', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939'}
mediadive.medium:J809	SPIROCHAETA STENOSTREPTA MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=809	7.6	7.6			{4758: 'Main sol. J809'}	{'Glucose': 'CHEBI:17234', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'Resazurin': 'CHEBI:8806', 'Thioglycolate': 'CHEBI:30066', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J811	THERMOCOCCALES RICH MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=811	6.8	6.8			{4759: 'Main sol. J811'}	{'PIPES': 'CHEBI:39033', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KCl': 'CHEBI:32588', '(NH4)2SO4': 'CHEBI:62946', 'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'NaBr': 'CHEBI:63004', 'SrCl2 x 6 H2O': 'CHEBI:36385', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'FeCl3 x 6 H2O': 'CHEBI:86254', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tryptone': 'CAS-RN:91079-40-2', 'Sulfur': 'CHEBI:26833', 'Na2S x 9 H2O': 'CHEBI:76209', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J812	MODIFIED BROCK'S BASAL SALTS-YEAST EXTRACT-TRYPTONE MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=812	7	7			{4760: 'Main sol. J812'}	{}
mediadive.medium:J813	LB (LURIA-BERTANI) BROTH WITH 1 mM DTT	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=813	7	7			{4761: 'Main sol. J813'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:J814	TEPIDIMICROBIUM XYLANILYTICUM MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=814					{4762: 'Main sol. J814', 4763: 'Solution A', 4764: 'Solution B', 3847: 'Trace element solution', 3846: 'FeCl2 solution', 3861: 'Trace vitamins'}	{'KH2PO4': 'CHEBI:63036', 'Na2HPO4': 'CHEBI:34683', 'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'Glucose': 'CHEBI:17234', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'NaCl': 'CHEBI:26710', 'Resazurin': 'CHEBI:8806', 'Distilled water': 'CHEBI:15377', 'NH4Cl': 'CHEBI:31206', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution': 'mediadive.solution:3847', 'FeCl2 solution': 'mediadive.solution:3846', 'Trace vitamins': 'mediadive.solution:3861', 'NaHCO3': 'CHEBI:32139', 'Na2S x 9 H2O': 'CHEBI:76209', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'Lipoic acid': 'CHEBI:16494'}
mediadive.medium:J815	ACIDIC DILUTED ASM MEDIUM	0	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=815	3	3			{4765: 'Main sol. J815', 4766: 'Trace element solution', 4767: 'Iron stock solution 4.5 g/L', 4768: 'Phosphate buffer stock solution'}	{'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution': 'mediadive.solution:4766', 'Iron stock solution 4.5 g/L': 'mediadive.solution:4767', 'Distilled water': 'CHEBI:15377', 'Phosphate buffer stock solution': 'mediadive.ingredient:1900', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'Na2-EDTA': 'CHEBI:64734', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'Fe(III)-EDTA': 'CHEBI:30729', 'KH2PO4': 'CHEBI:63036', 'Na2HPO4 x 2 H2O': 'CHEBI:34683'}
mediadive.medium:J816	DILUTED ASM MEDIUM	1	JCM	https://www.jcm.riken.jp/cgi-bin/jcm/jcm_grmd?GRMD=816	6.7	6.7			{4769: 'Main sol. J816'}	{}
