ingredient_name	occurrence_count	chebi_id	cas_rn	kg_microbe_node_id	mim_id	culturemech_term_id	mapping_status	synonyms	example_media
MH agar	1						UNMAPPED		CultureMech:009469
Trace Mineral Supplement, Catalog No. MD-TMS	1						UNMAPPED		CultureMech:009202
Co-enzyme M (mercaptoethanesulfonic acid)	1						UNMAPPED		CultureMech:009202
Bacto Middlebrook 7H10 agar (Difco 262710)	1						UNMAPPED		CultureMech:008914
Bacto Middlebrook OADC enrichment	1						UNMAPPED		CultureMech:008914
Middlebrook 7H10 Agar (Difco)	1						UNMAPPED		CultureMech:009413
Middlebrook 7H10	1						UNMAPPED		CultureMech:008980
Copper sulfate	1	CHEBI:23414	7758-98-7	CHEBI:23414	CHEBI:23414	CHEBI:23414	MAPPED	CuSO4 . 2H2O|CuSO4 x 2 H2O|CuSO4 x H2O|copper(2+) sulfate|copper(II) sulfate|cupric sulfate anhydrous	CultureMech:008525
Monosodium Glutamate	1	CHEBI:64220	142-47-2	CHEBI:64220	CHEBI:64220	CHEBI:64220	MAPPED	Monosodium glutamate|Na2-glutamate|Sodium glutamate|monosodium glutamate|sodium 2-ammoniopentanedioate|sodium 2-azaniumylpentanedioate	CultureMech:008990
OADC Enrichment (Difco)	1						UNMAPPED		CultureMech:008990
Oleic Acid	1	CHEBI:16196	112-80-1		CHEBI:16196	CHEBI:16196	MAPPED	(9Z)-Octadecenoic acid|(9Z)-octadec-9-enoic acid|(Z)-Octadec-9-enoic acid|18:1 n-9|18:1Delta9cis|C18:1 n-9|FA 18:1|Octadec-9-enoic acid|Oelsaeure|cis-9-octadecenoic acid|cis-Delta(9)-octadecenoic acid|cis-oleic acid	CultureMech:008990
Middlebrook 7H11 solid medium	1						UNMAPPED		CultureMech:008984
Casein Enzymic Hydrolysate	1				FOODON:03315719		MAPPED	Acid-hydrolyzed casein|Casein Enzymic Hydrolysate|Casein enzymic hydrolysate|Casein hydrolysate|Casein hydrolysate (NZ Case TT, Quest International)|Casein peptone, tryptic digest|Casein peptone, tryptic digested|Caseine peptone|Enzymatic digest of casein|Pancreatic Digest of Casein|Pancreatic Digest of Casein (Hardy C6530)|Peptone from casein|casein hydrolysate|casein hydrolyzate acid|mammalian milk protein (hydrolyzed)	CultureMech:008984
Middlebrook 7H9 Broth Base	1						UNMAPPED		CultureMech:008983
4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid	1						UNMAPPED		CultureMech:001199
2,4-Dichlorophenoxyacetic acid	1						UNMAPPED		CultureMech:001555
2-Chlorobenzoic acid	1						UNMAPPED		CultureMech:001568
3-Aminophenol	1						UNMAPPED		CultureMech:001591
2-chloro-4(ethylamino)-6-(isopropylamino)-1,3,5-triazine	1						UNMAPPED		CultureMech:001594
Benzylcyanide	1	CHEBI:25979		CHEBI:25979	CHEBI:25979		MAPPED	Benzyl cyanide|phenylacetonitrile	CultureMech:001589
Cyanuric acid	1						UNMAPPED		CultureMech:001592
2-Nitrophenol	1						UNMAPPED		CultureMech:001578
Pentachlorophenol	1	CHEBI:17642	87-86-5		CHEBI:17642		MAPPED		CultureMech:001587
Phenyl acetate	1						UNMAPPED		CultureMech:001552
Quinoline	1						UNMAPPED		CultureMech:001576
Salicylate	1						UNMAPPED		CultureMech:001554
2-Sulfobenzoic acid	1				mesh:C028805		MAPPED		CultureMech:001590
6-methylnicotinate	1				UNMAPPED_0320		UNMAPPED	6-methylnicotinic acid	CultureMech:001593
N-acetyl-D-glucosamine	1	CHEBI:8006	72-87-7	CHEBI:8006	CHEBI:8006	CHEBI:8006	MAPPED	2-acetamido-2-deoxy-D-glucopyranose|Peptideglycan(N-acetyl-D-glucosamine)|Peptidoglycan(N-acetyl-D-glucosamine)	CultureMech:008900
D-galactose	1	CHEBI:12936	59-23-4	CHEBI:12936	CHEBI:12936	CHEBI:12936	MAPPED	D-Gal|D-galacto-hexose	CultureMech:008900
D-xylose	1	CHEBI:65327	58-86-6	CHEBI:65327	CHEBI:65327	CHEBI:65327	MAPPED		CultureMech:008900
L-arabinose	1	CHEBI:30849	5328-37-0		CHEBI:30849		MAPPED	L-arabino-pentose	CultureMech:008900
L-rhamnose	1	CHEBI:62345	222-793-4		CHEBI:62345	CHEBI:62345	MAPPED	L-rhamnoses	CultureMech:008900
D-mannose	1	CHEBI:16024	530-26-7		CHEBI:16024	CHEBI:16024	MAPPED	D-manno-hexose	CultureMech:008900
D-trehalose	1	CHEBI:27082	52613-20-4		CHEBI:27082	CHEBI:27082	MAPPED	D(+)-Trehalose|D-Trehalose	CultureMech:008900
xylan (oat spelts)	1						UNMAPPED		CultureMech:008900
pectin (apple)	1						UNMAPPED		CultureMech:008900
pectin (citrus peel)	1						UNMAPPED		CultureMech:008900
galatcomannan (Ceratonia siliqua)	1						UNMAPPED		CultureMech:008900
mannan (Saccharomyces cerevisiae)	1						UNMAPPED		CultureMech:008900
arabinan (sugar beet)	1						UNMAPPED		CultureMech:008900
arabinogalactan (larch)	1						UNMAPPED		CultureMech:008900
laminarin (brown algae)	1						UNMAPPED		CultureMech:008900
chitin (shrimp shells)	1						UNMAPPED		CultureMech:008900
alginate (brown algae)	1						UNMAPPED		CultureMech:008900
Mg2SO4.7H2O	1						UNMAPPED		CultureMech:008789
Nicotine (Fluka)	1						UNMAPPED		CultureMech:009420
0.1M HCl	1						UNMAPPED		CultureMech:009420
Calcium sulfate	1	CHEBI:31346	7778-18-9		CHEBI:31346	CHEBI:31346	MAPPED	CaSO4・7H2O|anhydrous gypsum|calcium sulfate|calcium sulfate, anhydrous	CultureMech:007261
Na2MoO4 · H2O	1	CHEBI:75215	10102-40-6	CHEBI:75215	CHEBI:75215	CHEBI:75215	MAPPED	Na2MoO4 . 2H2O|Na2MoO4 . H2O|Na2MoO4 x 2 H2O (0.1% w/v)|Na2MoO4 x 2H2O|Na2MoO4 · 2H2O|Na2MoO4 · H2O|Na2MoO4 ⋅ 2H2O|Na2MoO4. 2H2O|Na2MoO4.H2O|Na2MoO4xH2O|Na2MoO4⋅2H2O|Na2MoO4・2H2O|sodium dioxido(dioxo)molybdenum|sodium molybdate (anhydrous)	CultureMech:009388
CuCl2 · H2O	1	CHEBI:49553	7447-39-4	CHEBI:49553	CHEBI:49553	CHEBI:49553	MAPPED	CuCl2 x H2O|CuCl2 · H2O|CuCl2 × 6H2O|Cupric chloride anhydrous|copper dichloride|copper(2+) dichloride|copper(II) chloride	CultureMech:009388
thiamine hydrochloride	1	CHEBI:49105	67-03-8	CHEBI:49105	CHEBI:49105	CHEBI:49105	MAPPED	3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium chloride hydrochloride|3-[(4-azaniumyl-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium dichloride|Thiamin HCl|Thiamin-HCl|Thiamine Dihydrochloride|Thiamine HCl (B ) -|Thiamine HCl (Vitamin B )|Thiamine HCl (Vitamin B1)|Thiamine hydrochloride|Thiamine-HCl|Thiamine HCl|Thiamine·HCl|Thiamine・HCl|thiamin dichloride|thiamin hydrochloride|thiamine chloride hydrochloride|thiamine dichloride|thiamine hydrochloride|thiamine(2+) dichloride|thiaminium chloride hydrochloride	CultureMech:008998
nicotinamide	1	CHEBI:17154	98-92-0	CHEBI:17154	CHEBI:17154	CHEBI:17154	MAPPED	3-carbamoylpyridine|3-pyridinecarboxamide|Niacinamide|Nicotinamid|Nicotine amide|Nicotinic acid amide|Nicotinsaeureamid|Nikotinamid|Nikotinsaeureamid|Vitamin PP|beta-pyridinecarboxamide|m-(aminocarbonyl)pyridine|niamide|nicotinamida|nicotinamidum|nicotine acid amide|nicotinic amide|nicotylamide|pyridine-3-carboxamide|pyridine-3-carboxylic acid amide	CultureMech:008998
NaH2PO4·H2O	1	CHEBI:37585	7558-80-7	CHEBI:37585	CHEBI:37585	CHEBI:37585	MAPPED	NaH2PO4 x 2H2O|NaH2PO4 x H2O|NaH2PO4·2H2O|NaH2PO4·H2O|NaH2PO4・2H2O|NaH2PO4・H2O|sodium dihydrogenphosphate|sodium phosphate monobasic anhydrous	CultureMech:008998
D-calcium pantothenate	1	CHEBI:31345	137-08-6	CHEBI:31345	CHEBI:31345	CHEBI:31345	MAPPED	Calcium D-(+)-pantothenate|Calcium panthothenate|Calcium pantothenate|D Calcium Panthothenate|D-Ca-pantothenate|D-Calcium pantothenate|DL-Calcium pantothenate|Hemicalcium D-(+)- pantothenate|Hemicalcium D-+-pantothenate|calcium D,L-pantothenate	CultureMech:008998
D (+) glucose	1						UNMAPPED		CultureMech:008873
heat-inactivated fetal bovine serum	1						UNMAPPED		CultureMech:008873
Glycine-NaOH buffer	1				UNMAPPED_0394		UNMAPPED		CultureMech:003255
MnSO4.7H2O	1	CHEBI:86360	7785-87-7	CHEBI:86360	CHEBI:86360	CHEBI:86360	MAPPED	Manganese sulfate anhydrous|MnSO4 . 7H2O|MnSO4 x 1 H2O|MnSO4 x 7H2O|MnSO4.7H2O|MnSO4·7H2O|MnSO4・xH2O|manganese(2+) sulfate|manganese(II) sulfate	CultureMech:009660
Concentrated hydrochloric acid	1						UNMAPPED		CultureMech:009660
Ammonium Molybdate	1	CHEBI:91249	13106-76-8	CHEBI:91249	CHEBI:91249	CHEBI:91249	MAPPED	(NH4)2MoO4|(NH4)6Mo7O24|(NH4)6Mo7O24 x 4 H2O|Ammonium Molybdate|Ammonium heptamolybdate tetrahydrate|Ammonium molybdate(VI)|Molybdic acid ammonium salt tetrahydrate|Molybdic acid, diammonium salt|ammonium molybdate|ammonium orthomolybdate|bisammonium dioxido(dioxo)molybdenum|diammonium tetraoxomolybdate	CultureMech:000879
Fe(SO4)3 x n H2O	1	CHEBI:53438	10028-22-5		CHEBI:53438	CHEBI:53438	MAPPED	Diiron tris(sulphate)|Diiron trisulfate|Ferric persulfate|Ferric sesquisulfate|Ferric sulfate|Ferric tersulfate|Iron persulfate|Iron sesquisulfate|Iron tersulfate|Iron(III) sulfate|iron(3+) sulfate|iron(III) sulfate(VI)	CultureMech:002719
'Nickel(II	1						UNMAPPED		CultureMech:007034
K2HPO4 · 3 H2O	1	CHEBI:131527	7758-11-4	CHEBI:131527	CHEBI:131527	CHEBI:131527	MAPPED	K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O|dipotassium hydrogen phosphate	CultureMech:009056
Agar Noble (Difco 0142) (if needed)	1						UNMAPPED		CultureMech:009056
Trace Metals A-5 (see below)	1						UNMAPPED		CultureMech:009056
Ager	1						UNMAPPED		CultureMech:009700
Starch from corn (SIGMA)	1						UNMAPPED		CultureMech:008383
Casein sodium	1						UNMAPPED		CultureMech:008383
Concentrated H2SO4	1						UNMAPPED		CultureMech:009678
VOSO4·2H2O	1	CHEBI:87009			CHEBI:87009	CHEBI:87009	MAPPED	VOSO4 . 2H2O|VOSO4 · 2 H2O|VOSO4.2H2O|VOSO4·2 H2O|VOSO4·2H2O|oxovanadium(2+) sulfate--water (1/2)|vanadic sulfate dihydrate|vanadium oxide sulfate dihydrate|vanadium oxysulfate dihydrate|vanadium(IV) oxide sulfate dihydrate|vanadyl sulfate dihydrate	CultureMech:008560
Component I	1						UNMAPPED		CultureMech:009183
Component II	1						UNMAPPED		CultureMech:009183
Component III	1						UNMAPPED		CultureMech:009183
CaSO4 x 2H2O	1	CHEBI:32583	10101-41-4	CHEBI:32583	CHEBI:32583	CHEBI:32583	MAPPED	CaSO4 . 2H2O|CaSO4 x 2H2O|CaSO4 x2H2O|CaSO4 · 2 H2O|CaSO4 · 2H2O|CaSO4.2H2O|CaSO4·2H2O|CaSO4•2H2O|CaSO4•2H2O(Mallinckroft 4300)|CaSO4・2H2O|calcium sulfate dihydrate|calcium sulfate--water (1/2)|calcium(II) sulfate, dihydrate (1:1:2)|sulfuric acid, calcium salt (1:1), dihydrate|sulfuric acid, calcium(2+) salt, dihydrate	CultureMech:009183
Sodium Lactate	1	CHEBI:75228	72-17-3	CHEBI:75228	CHEBI:75228	CHEBI:75228	MAPPED	(after autoclaving)|1 M Sodium lactate|2-Hydroxypropanoic acid, monosodium salt|DL-Na-lactate|E325|Lactate (sodium salt)|Lactic acid sodium salt|Lactic acid, monosodium salt|Mediject L|Monosodium 2-hydroxypropanoate|Monosodium lactate|Na-(DL)-lactate|Na-DL-lactate|Na-lactate|Sodium DL-lactate|Sodium alpha-hydroxypropionate|sodium 2-hydroxypropanoate	CultureMech:009183
CO	1						UNMAPPED		CultureMech:009619
Probumin Universal Grade	1				UNMAPPED_0499		UNMAPPED		CultureMech:003244
anhydrous calcium chloride	1	CHEBI:3312	10043-52-4	CHEBI:3312	CHEBI:3312	CHEBI:3312	MAPPED	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O|calcium dichloride	CultureMech:009366
NaOAc	1						UNMAPPED		CultureMech:008797
Yeast dialysate	1						UNMAPPED		CultureMech:008797
GAM agar	1	CHEBI:2509	9002-18-0	CHEBI:2509	CHEBI:2509	CHEBI:2509	MAPPED	( Noble)|( modified)|(alternative)|(for solid medium)|(for solid medium, alternative)|(if appropriate)|Bacteriological Agar	CultureMech:003001
GAM broth, modified (Nissui)	1						UNMAPPED		CultureMech:009699
L-cysteine	1	CHEBI:17561	52-90-4	CHEBI:17561	CHEBI:17561	CHEBI:17561	MAPPED	(2R)-2-amino-3-mercaptopropanoic acid|(2R)-2-amino-3-sulfanylpropanoic acid|(2R)-2-ammonio-3-mercaptopropanoate|(2R)-2-ammonio-3-sulfanylpropanoate|(R)-2-amino-3-mercaptopropanoic acid|CYSTEINE|Cysteine-HCl∙H2O|E 920|E-920|E920|FREE CYSTEINE|L-2-Amino-3-mercaptopropionic acid|L-Cystein|L-Zystein|L-cysteine zwitterion	CultureMech:009628
Sodium citrate tribasic dihydrate	1						UNMAPPED		CultureMech:009628
0.5% phenol red (Flow)	1						UNMAPPED		CultureMech:009423
Fetal bovine serum (Flow), heat-inactivated	1						UNMAPPED		CultureMech:009423
PPLO broth base without crystal violet (Difco)	1						UNMAPPED		CultureMech:009423
Penicillin G (Parke, Davis & Co)	1						UNMAPPED		CultureMech:009423
Bacto Agar (Difco, if needed)	1						UNMAPPED		CultureMech:008029
calf thymus DNA (Sigma, Type I)	1						UNMAPPED		CultureMech:008029
thallium acetate	1						UNMAPPED		CultureMech:008029
horse serum (heat inactivated, 56℃ for 30 minutes)	1						UNMAPPED		CultureMech:008029
0.5% Phenol red (Flow)	1						UNMAPPED		CultureMech:008811
heat-inactivated horse serum	1						UNMAPPED		CultureMech:008811
PPLO broth base without crystal violet (Difco）	1						UNMAPPED		CultureMech:008811
Penicillin G (Parke)	1						UNMAPPED		CultureMech:008811
Agar (BD)	1						UNMAPPED		CultureMech:008833
Supplement A	1						UNMAPPED		CultureMech:008991
Sterile Rabbit Serum	1						UNMAPPED		CultureMech:008991
N-2-hydroxy- ethylpiperazine-N'-2-ethanesulfonic acid [HEPES; pH 7.2])	1						UNMAPPED		CultureMech:009490
tryptone [Difco]	1		84843-69-6		MICRO:0000182		MAPPED	Bacto Tryptone|Bacto Tryptone (DIfco)|Bacto Tryptone (Difco)|Bacto tryptone|Difco Bacto- Tryptone|Pancreatic digest of casein|Proteose tryptone (DIFCO 0123-01)|Tryptone (BD 211705)|Tryptone (BD BACTO)|Tryptone (BD BBL)|Tryptone (BD Bacto)|Tryptone (BD--Difco)|Tryptone (BD-Difco)|Tryptone (Bacto Trypton 211705)|Tryptone (Difco 0123)|Tryptone (Difco)|Tryptone (Diffico)|Tryptone (Sigma T 9410)|Tryptone (VWR, J859-500G)|Tryptone(CAS: 91079-40-2)|Tryptone(Sigma T 9410)|Tryptone(Sigma T 9410))|tryptone (BD-Difco)|tryptone [Difco]	CultureMech:009490
1.0 M MgSO4.7H2O (May and Baker)	1						UNMAPPED		CultureMech:008804
Ascorbic acid (Sigma)	1						UNMAPPED		CultureMech:008804
β-Disodium glycerophosphate (grade II, Sigma)	1						UNMAPPED		CultureMech:008804
Yeast extract (BBL)	1		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:008804
Beef extract (BBL)	1				FOODON:03302088		MAPPED	Bacto Beef Extract (Difco)|Bacto beef extract|Beef extract (BBL)|Beef extract (BD-Difco)|Beef extract(Sigma B-4888)|Lab-Lemco beef extract	CultureMech:008804
Polypeptone (BBL)	1						UNMAPPED		CultureMech:008804
Phytone peptone (BBL)	1						UNMAPPED		CultureMech:008804
0.1 M Tris/HCl (pH7.5)	1						UNMAPPED		CultureMech:008747
CuCl2⋅4H2O	1						UNMAPPED		CultureMech:008747
Thiamine-HCl⋅H2O (Vitamin B1)	1						UNMAPPED		CultureMech:008747
Modified trace minerals (see below)	1						UNMAPPED		CultureMech:009533
Phytone peptone (BD-Difco)	1						UNMAPPED		CultureMech:007881
DL--Sodium malate	1						UNMAPPED		CultureMech:009799
KAl(SO4)2	1	CHEBI:86463	10043-67-1		CHEBI:86463	CHEBI:86463	MAPPED	Aluminium potassium bis(sulphate)|Aluminum potassium alum|Aluminum potassium disulfate|Aluminum potassium sulfate|Burnt potassium alum|KAl(SO4)2|Na SiO .9H O|Potash alum|Potassium aluminum alum|ZnSO .7H O|aluminium potassium sulfate (1/1/2)|aluminum potassium sulfate|potassium alum|potassium aluminium sulfate|potassium aluminum disulfate	CultureMech:002646
Potassium Phosphate monobasic crystal	1						UNMAPPED		CultureMech:008678
Amonium phosphate-dibasic	1						UNMAPPED		CultureMech:008678
Coenzyme M (2-mercaptoethanesulfonic acid)	1						UNMAPPED		CultureMech:009215
DTT (DL-Dithiothreitol)	1						UNMAPPED		CultureMech:009215
6N HCl	1						UNMAPPED		CultureMech:009129
FeSO4(NH4)2SO4.6H2O	1						UNMAPPED		CultureMech:009129
X10 Jamarin S	1				UNMAPPED_0580		UNMAPPED		CultureMech:002956
FeSO4·6H2O	1	CHEBI:75832	7720-78-7	CHEBI:75832	CHEBI:75832	CHEBI:75832	MAPPED	FeSO4 x 5 H2O|FeSO4 x 6 H2O|FeSO4 x 6H2O|FeSO4 x7 H2O|FeSO4·6H2O|FeSO4・6H2O|ferrous sulfate (anhydrous)|ferrous sulfate anhydrous|iron(2+) sulfate|iron(2+) sulfate (anhydrous)	CultureMech:009626
Tri-ammonium citrate	1						UNMAPPED		CultureMech:009331
NH4-tartrate	1						UNMAPPED		CultureMech:008440
Morpholinoethanesulfonic acid (MES)	1						UNMAPPED		CultureMech:009620
RibofIavin	1						UNMAPPED		CultureMech:009620
Inactivated horse serum (Hyclone)	1						UNMAPPED		CultureMech:009422
Thallium acetate	1						UNMAPPED		CultureMech:009422
Na2 beta-glycerol PO4 x 5 H2O	1				UNMAPPED_0465		UNMAPPED		CultureMech:000367
Resazurin (0.025%)	1						UNMAPPED		CultureMech:009140
Tris (hydroxymethyl aminomethane) 3.00 g	1						UNMAPPED		CultureMech:009251
FeNaEDTA	1						UNMAPPED		CultureMech:009549
Sodium alpha-ketoglutamate	1						UNMAPPED		CultureMech:009549
cyanocobalamin	1	CHEBI:17439	68-19-9	CHEBI:17439	CHEBI:17439	CHEBI:17439	MAPPED	CN-Cbl|CO-CYANOCOBALAMIN|Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-Cobeta-cyanocobamide|Cyanocob(III)alamin|Cyanocobalamin (B )|Cyanocobalamin (Vitamin B )|Cyanocobalamine|Cyanocobalamin in|Dicopac|Vitamin B12|Vitamin B12 complex|Vitamin B12  (4)|Vitamin B12  (8)|Vitamin B12  (9)|cyanocob(III)alamin|vitamin B-12|vitamin B12 vitamer|vitamin B12 vitamers|vitamins B12	CultureMech:008725
Na2HPO4·7H2O	1	CHEBI:34683	7782-85-6	CHEBI:34683	CHEBI:34683	CHEBI:34683	MAPPED	Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4•7H2O|disodium hydrogenphosphate	CultureMech:008507
Micronutrients	1						UNMAPPED		CultureMech:009501
(NH4)6(MO7)24	1						UNMAPPED		CultureMech:009501
Apple Juice	1						UNMAPPED		CultureMech:009564
MRS agar (Oxoid)	1						UNMAPPED		CultureMech:009471
‘Lab-Lemco’ powder	1						UNMAPPED		CultureMech:009005
L-cysteine (Sigma)	1						UNMAPPED		CultureMech:009344
MRS broth (Criterion)	1						UNMAPPED		CultureMech:009344
MRS medium (Difco)	1						UNMAPPED		CultureMech:009064
MRS medium	1				UNMAPPED_0454		UNMAPPED		CultureMech:002293
Tomato Juice (filtered)	1						UNMAPPED		CultureMech:008568
Lactobacillus MRS broth	1				UNMAPPED_0422		UNMAPPED		CultureMech:002859
0.2% FeSO4 . 7H2O	1						UNMAPPED		CultureMech:009208
0.1% Resazurin	1						UNMAPPED		CultureMech:009208
25% Sodium acetate	1						UNMAPPED		CultureMech:009208
20% Sodium formate	1						UNMAPPED		CultureMech:009208
Trace Mineral Supplement, ATCC MD-TMS	1						UNMAPPED		CultureMech:009199
Na2-EDTA·2H2O	1	CHEBI:64734	7487-55-0	CHEBI:64734	CHEBI:64734	CHEBI:64734	MAPPED	EDTA disodium (anhydrous)|EDTA disodium salt (anhydrous)|Edetate disodium anhydrous|Na-EDTA x 2 H2O|Na2-EDTA·2H2O|disodium 2,2',2'',2'''-(ethane-1,2-diyldiammonio)tetraacetate	CultureMech:009685
MnCl3·4H2O	1						UNMAPPED		CultureMech:009572
L-glutamic acid monosodium salt monohydrate	1						UNMAPPED		CultureMech:009572
Malate	1	CHEBI:25115	6915-15-7	CHEBI:25115	CHEBI:25115	CHEBI:25115	MAPPED	malates|malic acid anion	CultureMech:000862
Potassium thiocyanate	1	CHEBI:30951	333-20-0	CHEBI:30951	CHEBI:30951	CHEBI:30951	MAPPED	Rhocya|potassium rhodanate|potassium rhodanide|potassium sulfocyanate|potassium thiocyanate	CultureMech:008426
Beef	1				NCIT:C71932		MAPPED		CultureMech:001190
Mueller Hinton II agar	1	CHEBI:2509	9002-18-0	CHEBI:2509	CHEBI:2509	CHEBI:2509	MAPPED	( Noble)|( modified)|(alternative)|(for solid medium)|(for solid medium, alternative)|(if appropriate)|Bacteriological Agar	CultureMech:002855
Mueller Hinton Broth (BD 211443)	1						UNMAPPED		CultureMech:009151
Mueller Hinton (MH) agar	1						UNMAPPED		CultureMech:009472
Mueller–Hinton (MH) broth	1						UNMAPPED		CultureMech:009468
Mineral water	1				FOODON:03301328		MAPPED		CultureMech:000369
Pepton	1						UNMAPPED		CultureMech:008124
Sodium crotonate	1				UNMAPPED_0524		UNMAPPED		CultureMech:002451
Agar (If needed)	1						UNMAPPED		CultureMech:008643
yeast nitrogen base (BD Difco, Franklin Lakes, NJ, USA)	1						UNMAPPED		CultureMech:009384
casamino acid (BD Difco)	1						UNMAPPED		CultureMech:009384
Purified Agar (e.g., Oxoid L28)	1						UNMAPPED		CultureMech:008446
HCl (concentrated)	1						UNMAPPED		CultureMech:008446
H2SO4 (conc.)	1						UNMAPPED		CultureMech:008824
DL-malic acid	1	CHEBI:6650	6915-15-7	CHEBI:6650	CHEBI:6650	CHEBI:6650	MAPPED	2-Hydroxybutanedioic acid|2-Hydroxyethane-1,2-dicarboxylic acid|2-Hydroxysuccinic acid|7,10-dihydroxy-2-(2-methoxypropan-2-yl)-8-(2-methylbut-3-en-2-yl)-6H-furo[3,2-c]xanthen-6-one|Aepfelsaeure|D,L-Malic Acid|DL-Malate|E296|H2mal|Malic acid|alpha-hydroxysuccinic acid|apple acid|garciniaxanthone F|hydroxybutanedioic acid|hydroxysuccinic acid|malic acid	CultureMech:008840
Fe(III)-EDTA (0.66% [wt/vol] in water)	1						UNMAPPED		CultureMech:008840
Na2HPO4.12H2O	1	CHEBI:34683	7782-85-6	CHEBI:34683	CHEBI:34683	CHEBI:34683	MAPPED	Na2HPO4 . 12H2O|Na2HPO4 x 12 H2O|Na2HPO4 x 2 H2O|Na2HPO4 x 2H2O|Na2HPO4 x 3 H2O|Na2HPO4 x 6 H2O|Na2HPO4 x H2O|Na2HPO4 x2 H2O|Na2HPO4.12H2O|Na2HPO4.7H2O|Na2HPO4·12H2O|Na2HPO4•7H2O|disodium hydrogenphosphate	CultureMech:009587
0.1 M HCl	1						UNMAPPED		CultureMech:009587
NiCl3.6H2O	1						UNMAPPED		CultureMech:009587
CrCl3.6H2O	1						UNMAPPED		CultureMech:009587
KNO2	1	CHEBI:232610			CHEBI:232610		MAPPED	potassium nitrite	CultureMech:000845
Phenol red 0.5% (see below)	1						UNMAPPED		CultureMech:008956
HCl(conc)	1						UNMAPPED		CultureMech:008956
6N NaOH	1						UNMAPPED		CultureMech:008956
Fe·EDTA	1						UNMAPPED		CultureMech:008567
Bacto Nutrient Broth (Difco)	1						UNMAPPED		CultureMech:008239
Na2CO3 (anhydrous)	1						UNMAPPED		CultureMech:008325
Nutrient broth (NB) (Difco)	1						UNMAPPED		CultureMech:008787
Peptone from gelatine	1						UNMAPPED		CultureMech:009430
3,4-Dihydroxybenzoate	1						UNMAPPED		CultureMech:007219
chloramphenicol (if needed)	1						UNMAPPED		CultureMech:009479
kanamycin (if needed)	1						UNMAPPED		CultureMech:009479
gentamicin (if needed)	1						UNMAPPED		CultureMech:009479
casamino acid	1	CHEBI:78020	65072-00-6	CHEBI:78020	CHEBI:78020		MAPPED	( vitamin assay)|Casamino Acid|Casaminoacids|Casmino Acid|Casmino acids|carbocerate|heptacosanoate	CultureMech:009479
(NH2)2CO	1						UNMAPPED		CultureMech:009479
CaCO3 (reagent grade)	1						UNMAPPED		CultureMech:008078
Bacto-yeast extract	1		8013-01-2		FOODON:03315426		MAPPED	Bacto Yeast  Extract (Difco)|Bacto Yeast Extract (Difco)|Bacto yeast extract|Bacto-yeast extract|Difco Bacto-yeast extract|Dried yeast extract S (Wako)|Fresh Baker's Yeast Extract|Liquid yeast extract (Flow)|Yeast Extract (BD 211928)|Yeast Extract (BD 212750)|Yeast Extract (BD, 212750)|Yeast Extract (Hardy C7340)|Yeast Extract(Difco)|Yeast extract (BBL)|Yeast extract (BD Bacto)|Yeast extract (BD--Difco)|Yeast extract (BD-BBL)|Yeast extract (BD-Difco)|Yeast extract (Difco or Oxoid)|Yeast extract (Difco)|Yeast extract (OXOID)|Yeast extract (Oxoid LP0021, BD 212750)|Yeast extract (Oxoid)|Yeast extract(Bacto, Difco)|Yeast extract(CAS: 8013-01-2)|Yeast extract(Oxoid)|yeast extract (BD Difco)|yeast extract (BD-Difco)|yeast extract (Difco)|yeast extract (Nacalai Tesque, Kyoto, Japan)	CultureMech:009401
